Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
led adapter,7,7,140,7,0.3,https://ledsone.co.uk/collections/power-adapters,0,0,0,1,226000000,"65,53,65,42,34,26,34,26,65,65,80,80",01/07/2026 23:00:20,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
black wired lamp shade,7,7,90,16,0.39,https://ledsone.co.uk/products/modern-black-metal-wire-cage-lamp-shade,1,0,0,1,16900000,"0,0,0,0,19,23,19,9,15,23,29,19",02/27/2026 11:13:47,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
lamp holder shade ring,7,7,90,5,0.34,https://ledsone.co.uk/products/screw-e27-plain-holder-white-with-ring-bakelite-lamp-holder,0,0,0,1,5620000,"34,42,53,53,11,7,26,53,19,19,26,53",03/02/2026 07:58:18,"Image, People also ask, Popular products, Related searches","informational, transactional",Organic
vintage light bulbs bayonet,7,7,110,9,0.38,https://ledsone.co.uk/collections/led-bulbs,0,0,0,1,501000,"65,65,3,3,42,34,26,34,19,42,53,65",02/03/2026 06:41:05,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
gold ceiling rose,7,7,210,9,0.44,https://ledsone.co.uk/products/rose-gold-industrial-ceiling-rose-metal-vintage,1,0,0,1,75200000,"43,65,53,53,43,43,43,53,81,81,100,81",01/19/2026 12:33:31,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
two core electrical cable,7,7,110,7,0.28,https://ledsone.co.uk/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,0,0,0,1,59400000,"41,64,82,100,82,64,52,52,64,64,64,64",01/18/2026 18:13:15,"Video, People also ask, Popular products, Related searches",commercial,Organic
energy-saving led light bulbs,7,7,390,22,0.68,https://ledsone.co.uk/collections/energy-saving-led-light-bulbs,3,0.02,2,0.8,9530000,"81,66,66,100,100,100,66,35,23,23,66,81",01/04/2026 13:34:44,"Video, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
dome lampshades,7,7,140,7,0.4,https://ledsone.co.uk/products/dome-lampshades-for-ceiling-pendant-lights,3,0.02,1,1,2160000,"52,100,80,52,52,80,52,33,52,80,80,66",01/29/2026 19:17:55,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
vintage light fixtures kitchen,7,7,90,4,0.33,https://ledsone.co.uk/collections/vintage-lights-for-kitchen-lights,2,0.01,0,1,35800000,"64,78,78,78,64,78,64,50,64,78,100,78",01/24/2026 00:23:20,"Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
transformer 24v,7,7,110,14,0.56,https://ledsone.co.uk/collections/dc-24v-transformer,2,0.01,1,1,10500000,"10,43,82,12,5,17,7,17,10,10,100,23",02/03/2026 02:13:47,"Video, Popular products, Related searches","informational, transactional",Organic
48w led driver,7,7,110,4,0.77,https://ledsone.co.uk/products/48w-compact-led-driver-ac-230v-to-dc12v-power-supply-transformer,2,0.01,1,1,1610000,"0,7,53,100,42,34,100,34,34,42,19,11",01/04/2026 16:15:40,"Image pack, Video, Popular products","informational, transactional",Organic
e27 pendant lamp,7,7,90,10,0.41,https://ledsone.co.uk/products/single-ceiling-pendant-light-e27-base-hanging-chain-light,0,0,0,1,11200000,"50,64,78,78,50,64,64,35,78,50,64,100",02/17/2026 13:26:04,"Image pack, Video, People also ask, Popular products, Related searches",transactional,Organic
dc 5v,7,7,320,13,0.26,https://ledsone.co.uk/collections/dc-5v-transformer,6,0.04,1,1,50400000,"81,54,66,28,54,66,66,44,35,81,54,81",01/25/2026 22:54:25,"Image pack, Video, Popular products, Related searches, AI overview","commercial, informational",Organic
black cage lamp shade,7,7,110,9,0.32,https://ledsone.co.uk/products/metal-easy-fit-black-wire-cage,2,0.01,0,1,5350000,"64,64,64,52,64,52,52,64,64,52,64,100",01/19/2026 12:22:32,"Video, Image, Popular products, Related searches","informational, transactional",Organic
switch wall,7,7,110,9,0.41,https://ledsone.co.uk/collections/switches,0,0,0,1,938000000,"43,43,53,23,17,17,12,17,28,17,28,43",01/04/2026 13:44:58,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
hook for ceiling light,7,7,110,6,0.34,https://ledsone.co.uk/collections/hooks-and-rings,2,0.01,0,1,49600000,"5,8,18,8,11,15,6,11,11,18,15,100",02/25/2026 15:10:18,"Image pack, Video, Video Carousel, Popular products, Related searches","informational, transactional",Organic
twin core electrical cable,7,7,140,5,0.39,https://ledsone.co.uk/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,1,0,0,1,13400000,"52,52,80,66,66,80,52,52,52,52,52,52",02/26/2026 18:07:07,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
led space discount code,7,7,110,9,18.11,https://ledsone.co.uk/collections/15-off-1,3,0.02,54,0.48,80700000,"78,35,64,100,64,78,100,100,78,100,21,100",01/04/2026 17:47:02,"Video, Related searches",transactional,Organic
light globe screws,7,7,320,8,0.26,https://ledsone.co.uk/products/screw-e27-light-bulb-lamp-holder-base-pendant-socket,1,0,0,1,5820000,"81,100,35,29,54,54,43,14,35,100,100,100",03/01/2026 21:17:32,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
led tape light transformer,7,7,210,6,0.44,https://ledsone.co.uk/products/led-strip-transformer-12v-driver-power-supply,1,0,0,1,6960000,"65,65,34,28,81,81,43,21,43,100,65,81",02/19/2026 00:51:15,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
plug in wall sconces,7,7,90,,0.38,https://ledsone.co.uk/collections/plug-in-wall-light,0,0,0,1,231,"8,0,81,18,8,18,10,8,29,10,10,10",03/04/2026 10:46:44,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
bulb holder with socket,7,7,90,23,0.28,https://ledsone.co.uk/collections/holder,0,0,0,1,12600000,"78,50,64,64,0,64,78,50,64,78,100,78",01/22/2026 09:39:06,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
vintage retro light bulbs,7,7,110,12,0.39,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,11100000,"78,78,100,78,78,78,78,50,64,78,100,100",03/01/2026 15:03:50,"Image pack, Image, Popular products, Related searches",commercial,Organic
herb grinder crusher,7,7,110,6,0,https://ledsone.co.uk/pl/products/pestle-and-mortar-marble-set-spice-herb-crusher-grinder-paste-grinding-1,0,0,0,0,644000,"64,52,41,52,52,82,64,52,52,64,82,52",01/24/2026 02:09:30,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
pendant holder,7,7,90,9,0.35,https://ledsone.co.uk/blogs/new/pendant-holder-the-foundation-of-modern-lighting,0,0,0,1,31700000,"52,41,52,64,52,52,52,64,64,52,64,52",02/17/2026 19:36:43,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
3m heavy duty double sided mounting tape,7,7,140,16,0.45,https://ledsone.co.uk/products/double-sided-heavy-duty-mounting-removable-tape,0,0,0,1,4450000,"52,64,64,64,82,100,82,41,64,100,100,82",02/28/2026 10:47:38,"Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
2 core lighting cable,7,7,110,5,0.22,https://ledsone.co.uk/collections/2core-round,0,0,0,1,68700000,"42,66,19,0,52,52,52,52,52,66,66,52",02/03/2026 00:01:38,"Image, People also ask, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
vintage lampshades,7,7,720,9,0.25,https://ledsone.co.uk/collections/lampshades,15,0.12,3,1,7940000,"55,81,30,30,30,30,55,100,30,16,20,24",01/21/2026 12:24:46,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
chandelier crystal modern,7,7,90,8,0.65,https://ledsone.co.uk/collections/chandelier,1,0,0,1,17100000,"0,43,29,18,0,0,0,0,22,43,35,29",02/21/2026 13:26:58,"Video, Image, Popular products, Related searches",commercial,Organic
white light bulb,7,7,480,,0.26,https://ledsone.co.uk/products/9w-e27-light-bulb-energy-saving-lamp-warm-white-globe,1,0,0,1,334000000,"100,45,13,13,55,3,30,36,55,13,13,100",02/03/2026 07:41:52,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
lampshades for vintage lamps,7,7,170,18,0.25,https://ledsone.co.uk/collections/lampshades/vintage-lighting,2,0.01,0,1,1850000,"20,13,3,2,16,8,5,4,2,16,7,11",03/04/2026 03:01:03,"Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
cage lighting,7,7,90,6,1,https://ledsone.co.uk/collections/wire-cage-pendant-light,2,0.01,2,1,194000000,"6,28,43,43,21,28,21,34,34,21,6,12",02/17/2026 12:34:45,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
light shade holder ring,7,7,110,5,0.34,https://ledsone.co.uk/products/screw-e27-plain-holder-white-with-ring-bakelite-lamp-holder,0,0,0,1,10300000,"64,64,64,82,82,17,64,64,64,64,82,64",02/27/2026 09:55:49,"Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
black wire light shade,7,7,210,17,0.39,https://ledsone.co.uk/collections/wire-cage,4,0.03,1,1,50200000,"43,66,43,53,35,43,43,43,53,43,53,66",01/19/2026 19:36:07,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
light steampunk,7,7,210,6,0.32,https://ledsone.co.uk/products/vintage-industrial-water-pipe-lamp-retro-light-steampunk-wall-sconce-free-bulb,5,0.04,1,1,26200000,"35,35,35,23,44,54,35,11,28,66,35,44",03/03/2026 07:07:36,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
screw in light bulb,7,7,720,28,0.23,https://ledsone.co.uk/collections/e27-base-bulb,6,0.04,1,1,34500000,"41,66,16,20,30,20,20,30,30,30,30,20",02/04/2026 03:40:55,"Image pack, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
light hook ceiling,7,7,260,9,0.34,https://ledsone.co.uk/collections/hooks-and-rings,1,0,0,1,29300000,"32,26,48,48,4,5,100,5,4,7,9,26",03/04/2026 09:13:01,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
vintage glass lampshade,7,7,110,3,0.15,https://ledsone.co.uk/collections/lampshades,2,0.01,0,1,9490000,"14,52,23,23,42,19,52,100,80,66,66,80",02/17/2026 16:32:18,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
bulb light socket,7,7,170,9,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,2,0.01,0,1,31600000,"66,53,0,0,66,0,53,17,43,82,82,82",02/02/2026 21:02:32,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
dimmable light bulbs bayonet,7,7,110,16,0.28,https://ledsone.co.uk/products/vintage-led-g80-classic-filament-b22-4w-light-bulb,1,0,0,1,587000,"8,22,29,22,18,14,4,14,18,22,29,54",02/17/2026 13:45:47,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
led filament bulbs,7,7,320,16,0.54,https://ledsone.co.uk/collections/led-bulbs,4,0.03,2,1,5920000,"48,39,72,32,26,17,21,48,26,26,26,21",01/03/2026 14:32:59,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
2 core cable,7,7,1300,19,0.32,https://ledsone.co.uk/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,24,0.19,7,1,386000000,"76,100,76,100,100,100,76,100,100,100,100,100",02/03/2026 10:36:10,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
sandals shower,7,7,90,11,0.39,https://ledsone.co.uk/products/home-slippers-men-women-non-slip-bathing-shower-sandals-5256,1,0,0,1,56900000,"35,64,50,64,64,100,78,50,64,78,64,50",02/05/2026 04:36:32,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
e27 bulb what is,7,7,170,14,0.3,https://ledsone.co.uk/blogs/new/e27-bulb-guide,0,0,0,1,19200000,"0,0,43,29,54,54,43,14,18,66,66,81",01/15/2026 12:38:40,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos",informational,Organic
female connector jack,7,7,90,9,0.55,https://ledsone.co.uk/products/led-strip-light-connectors-dc-female-plug-cable,0,0,0,0.98,13700000,"100,100,81,63,81,100,81,81,63,63,63,0",02/17/2026 09:53:47,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
frameless wall clock,7,7,140,17,0.28,https://ledsone.co.uk/products/modern-frameless-3d-sticker-number-wall-clock-5407,1,0,0,1,1160000,"35,28,43,35,28,28,28,43,35,43,43,43",03/04/2026 20:11:50,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",informational,Organic
copper pipe lamp,7,7,140,21,0,https://ledsone.co.uk/collections/pipe-lighting,0,0,0,1,11400000,"23,29,19,19,12,12,15,15,19,19,23,29",01/16/2026 20:47:13,"Image pack, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
ceiling bracket light,7,7,260,9,0.32,https://ledsone.co.uk/collections/ceiling-rose-brackets,2,0.01,0,1,33900000,"43,29,66,66,66,66,54,54,43,14,22,43",02/20/2026 06:37:38,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
bathroom accessories resin,7,7,110,,0.32,https://ledsone.co.uk/products/3-piece3-pieces-modern-luxury-stone-effect-resin-bathroom-accessories-sets-modern-luxury-stone-effect-resin-bathroom-accessories-set,0,0,0,1,19600000,"29,29,100,4,35,29,4,14,4,4,4,4",01/21/2026 22:13:03,"Image pack, Video, Ads bottom, People also ask, Popular products, Related searches","informational, transactional",Organic
light socket bulb,7,7,210,23,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,1,0,0,1,32000000,"66,53,28,12,66,66,53,17,43,82,82,82",02/02/2026 21:36:42,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
edison screw led bulb,7,7,170,14,0.26,https://ledsone.co.uk/collections/e27-base-bulb,4,0.03,1,1,2100000,"100,80,100,80,66,52,52,52,80,100,66,100",02/18/2026 06:37:03,"Video, Popular products, Related searches","informational, transactional",Organic
big edison light bulb,7,7,90,9,0.41,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,1990000,"52,52,42,42,42,42,52,33,33,52,66,66",02/26/2026 20:04:38,"Image pack, Video, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
light bracket,7,7,260,9,0.42,https://ledsone.co.uk/collections/ceiling-rose-brackets,1,0,0,1,195000000,"53,66,53,66,53,43,53,66,82,100,82,82",01/27/2026 11:35:08,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
laundry sack,7,7,140,18,0.44,https://ledsone.co.uk/collections/laundry-bags,1,0,0,1,8230000,"66,80,66,42,52,52,66,52,100,80,23,52",01/23/2026 07:08:03,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
hanging lampshades,7,7,390,29,0.61,https://ledsone.co.uk/collections/easy-fit-lamp-shades-cages,9,0.07,5,1,10500000,"45,16,36,45,8,5,45,16,13,20,20,16",01/31/2026 22:37:00,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",commercial,Organic
vintage light shade,7,7,880,4,0.25,https://ledsone.co.uk/collections/lampshades/vintage-lighting,21,0.17,5,1,90500000,"20,20,100,76,67,67,55,100,67,100,67,67",02/10/2026 13:09:37,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
stained glass shades for lamps,7,7,390,13,0.26,https://ledsone.co.uk/products/vintage-tiffany-style-stained-glass-shade-fixtures-4541,2,0.01,0,1,11100000,"0,0,19,67,67,54,29,7,29,81,67,54",02/03/2026 09:56:52,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
retro bulb lamp,7,7,110,13,0.4,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,226,"44,28,54,8,8,1,6,6,6,15,23,15",03/04/2026 13:53:58,"Image pack, Video, Popular products, Related searches",transactional,Organic
rose fitting,7,7,320,16,0,https://ledsone.co.uk/collections/ceiling-rose-brackets,1,0,0,0.28,794000000,"21,26,11,9,32,100,100,39,5,11,17,11",01/10/2026 12:03:24,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
bury junction box,7,7,90,12,0.41,https://ledsone.co.uk/products/waterproof-junction-box-underground-cable-line-protection-sleeve-connectors-ip66,0,0,0,1,939000,"41,52,82,64,82,11,11,41,64,64,82,64",01/24/2026 11:31:40,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Popular products, Related searches",informational,Organic
large edison light bulbs,7,7,110,12,0.41,https://ledsone.co.uk/collections/vintage-bulbs,0,0,0,1,3360000,"64,82,64,64,52,52,64,82,41,64,82,100",02/26/2026 21:14:13,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
waterproof junction box outdoor cable connector,7,7,140,13,0.32,https://ledsone.co.uk/products/waterproof-junction-box-underground-cable-line-protection-sleeve-connectors-ip66,0,0,0,1,1720000,"18,35,28,35,35,35,44,11,15,18,23,11",02/03/2026 09:13:26,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
kitchen lighting retro,7,7,90,4,0.33,https://ledsone.co.uk/collections/vintage-lighting,2,0.01,0,1,49000000,"63,81,81,81,63,81,63,63,81,81,81,45",01/18/2026 18:11:10,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
mold resistant shower curtain,7,7,260,20,0.34,https://ledsone.co.uk/products/fabric-solid-color-shower-curtain-for-bathtub-shower-5288,1,0,0,1,1470000,"100,100,66,100,66,43,53,35,35,53,35,53",02/19/2026 17:26:28,"Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
light bulb mini,7,7,110,13,0.3,https://ledsone.co.uk/products/led-light-bulb-5w-10w-15w-20w-mini-stick-shape-b22-e27-cold-white-bulbs-4993,0,0,0,1,49900000,"100,82,82,64,64,82,82,11,11,100,100,82",03/01/2026 02:08:47,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
lamp shade ring collar,7,7,90,,0.28,https://ledsone.co.uk/products/black-light-shade-collar-ring-adaptor-e27-lamp-bulb-holder-screw-plastic-4436,0,0,0,1,2400000,"28,34,28,28,34,28,34,21,28,28,15,43",01/23/2026 02:53:17,"Image pack, Video, Image, People also ask, Popular products, Related searches",informational,Organic
light bulbs bayonet,7,7,480,21,0.32,https://ledsone.co.uk/collections/led-bulbs,4,0.03,1,1,1300000,"72,88,59,48,32,26,17,32,26,32,48,48",01/15/2026 18:18:40,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
mold proof shower curtain,7,7,260,19,0.34,https://ledsone.co.uk/products/fabric-solid-color-shower-curtain-for-bathtub-shower-5288,0,0,0,1,1530000,"54,44,54,54,35,15,35,23,28,23,44,100",01/22/2026 23:11:46,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
transformer 12v,7,7,480,8,0.41,https://ledsone.co.uk/collections/dc-12v-transformer,9,0.07,3,1,16600000,"67,67,81,81,54,54,44,81,29,23,10,23",01/21/2026 10:59:29,"Image pack, Video, Popular products, Related searches",transactional,Organic
led with transformer,7,7,90,12,0.47,https://ledsone.co.uk/blogs/new/transformers-for-led-lighting-complete-guide,0,0,0,1,53600000,"100,0,0,1,10,19,0,0,1,2,0,1",01/31/2026 23:24:09,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
fabric laundry bag,7,7,110,22,0.36,https://ledsone.co.uk/collections/laundry-bags,2,0.01,0,1,49300000,"42,52,66,66,52,66,52,42,52,66,52,42",02/05/2026 16:43:03,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
adapter 12 volts,7,7,110,15,0.26,https://ledsone.co.uk/products/240v-to-12v-power-supply-universal-adapter,0,0,0,1,291000000,"52,64,52,64,82,100,64,41,64,64,82,82",01/22/2026 08:06:09,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
ac adapter 12v,7,7,320,21,0.33,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,2,0.01,0,1,29100000,"66,44,54,44,44,44,44,66,81,66,66,66",01/25/2026 06:53:59,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
3 core electrical cable,7,7,170,30,0.27,https://ledsone.co.uk/blogs/new/understanding-3-core-electrical-cables-types-uses-and-color-codes,0,0,0,1,304000000,"53,53,53,53,53,65,53,65,43,53,100,53",01/11/2026 16:12:04,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
waterproof shower curtains,7,7,260,24,0.32,https://ledsone.co.uk/collections/shower-curtain,1,0,0,1,14400000,"35,43,43,43,43,35,22,66,54,100,66,100",01/13/2026 05:13:44,"Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
lamp holder with shade ring,7,7,90,4,0.34,https://ledsone.co.uk/products/screw-e27-plain-holder-white-with-ring-bakelite-lamp-holder,1,0,0,1,5670000,"34,34,0,0,34,0,34,21,34,53,53,43",01/23/2026 06:35:52,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
large ceiling rose light fitting,7,7,170,8,0.34,https://ledsone.co.uk/collections/single-outlet-ceiling-rose,3,0.02,1,1,8640000,"28,65,100,81,43,21,28,65,43,43,43,34",01/31/2026 23:24:08,"Image pack, Video, Popular products, Related searches",informational,Organic
lamp shade holder,7,7,320,5,0.31,https://ledsone.co.uk/products/screw-e27-plain-holder-white-with-ring-bakelite-lamp-holder,7,0.05,2,1,13600000,"81,66,66,66,66,43,54,54,54,66,66,66",01/03/2026 10:47:32,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
small electrical connectors,7,7,140,22,0.82,https://ledsone.co.uk/collections/wire-connectors,0,0,0,1,55900000,"64,100,100,82,82,52,82,64,82,64,82,82",02/19/2026 20:22:24,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
adapter light,7,7,110,13,0.28,https://ledsone.co.uk/collections/power-adapters,0,0,0,1,312000000,"42,26,26,26,34,65,100,34,42,65,65,53",01/15/2026 16:35:55,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
ip68 terminal box,7,7,170,5,0.54,https://ledsone.co.uk/products/ip68-underground-waterproof-junction-box-cable-protection-connectors-ip66-5598,4,0.03,2,1,1680000,"65,65,43,15,81,81,65,43,34,15,21,65",02/12/2026 06:04:54,"Video, Popular products, Related searches","informational, transactional",Organic
e27 filament bulb,7,7,390,10,0.48,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,2410000,"54,66,44,36,29,44,36,44,44,54,66,100",01/20/2026 15:49:38,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
lamp hang,7,7,260,20,0.61,https://ledsone.co.uk/collections/pendant-lights,5,0.04,3,1,37500000,"0,0,0,0,0,0,0,7,72,100,100,0",02/15/2026 23:48:57,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
butterfly wall plug,7,7,110,22,0.21,https://ledsone.co.uk/pl-pl/products/plasterboard-wall-plugs-expansion-tube-screws-butterfly-aircraft,0,0,0,1,9110000,"53,42,34,53,34,34,42,34,42,42,42,34",01/19/2026 21:45:24,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
antique lamps and shades,7,7,590,9,0.25,https://ledsone.co.uk/collections/lampshades,14,0.11,3,1,13500000,"16,20,16,16,13,13,13,13,81,100,100,81",01/18/2026 16:42:22,"Video, Image, Popular products, Related searches",commercial,Organic
pull chain light switch,7,7,140,15,0.31,https://ledsone.co.uk/products/ceiling-rose-with-pull-chain-cord-light-switch,0,0,0,1,64900000,"43,43,35,35,22,22,29,22,22,29,29,43",02/19/2026 19:36:16,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
plug in pendant lamp,7,7,480,6,0.39,https://ledsone.co.uk/collections/plugin-lighting,6,0.04,2,1,7570000,"76,16,55,10,20,5,100,8,20,13,76,20",01/24/2026 05:57:24,"Video, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
vintage lighting,7,7,1000,14,0.52,https://ledsone.co.uk/collections/vintage-lighting,24,0.19,12,1,1250000000,"55,44,30,34,30,20,24,30,34,44,44,55",02/04/2026 11:03:42,"Image pack, Video, Image, Related searches",commercial,Organic
hanging lamp plug in,7,7,110,9,0.39,https://ledsone.co.uk/collections/plugin-lighting,0,0,0,1,10600000,"10,7,5,53,28,5,23,7,82,100,17,12",02/16/2026 04:57:06,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
lamp shades antique style,7,7,110,9,0.26,https://ledsone.co.uk/collections/lampshades,2,0.01,0,1,10900000,"78,78,100,64,64,64,78,78,50,64,78,100",01/04/2026 00:40:20,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
vintage style incandescent light bulb,7,7,110,6,0.39,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,4410000,"78,78,100,78,78,78,78,50,64,78,100,100",03/01/2026 15:00:32,"Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
bulb plug holder,7,7,110,14,0.29,https://ledsone.co.uk/collections/holder,0,0,0,1,20400000,"64,64,52,52,64,64,64,41,64,100,100,82",01/27/2026 09:07:54,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
clip in wire connectors,7,7,110,20,0.33,https://ledsone.co.uk/products/32a-spring-lever-push-fit-reusable-cage-cable-2-way-wire-connectors,0,0,0,1,18200000,"64,64,64,0,0,82,82,82,41,64,100,82",01/06/2026 16:14:27,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
wall light ideas for living room,7,7,260,9,0.29,https://ledsone.co.uk/blogs/new/wall-lighting-ideas-living-room,0,0,0,1,396000000,"22,43,43,66,66,81,43,43,54,81,100,66",03/01/2026 12:52:43,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
steampunk wall light,7,7,110,4,0.38,https://ledsone.co.uk/products/vintage-industrial-water-pipe-lamp-retro-light-steampunk-wall-sconce-free-bulb,2,0.01,0,1,18700000,"23,35,11,11,23,18,18,18,18,15,18,11",01/13/2026 18:12:15,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
accessories pipe,7,7,110,27,0,https://ledsone.co.uk/collections/pipe-lighting-accessories,0,0,0,0.18,140000000,"100,64,82,52,82,41,52,29,64,52,52,41",02/05/2026 06:11:48,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
light shade adapter,7,7,210,15,0.31,https://ledsone.co.uk/products/plastic-lamp-shade-ring-reducer-plate-light-fitting-ring-washer-adapter-5099,0,0,0,1,12700000,"34,65,34,65,65,100,28,43,100,28,81,81",02/24/2026 06:14:46,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
light bulb and holder,7,7,320,10,0.26,https://ledsone.co.uk/collections/holder,7,0.05,1,1,265000000,"39,88,39,17,39,11,11,5,26,5,5,88",02/26/2026 12:11:57,"Image pack, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
wire connectors splice,7,7,140,18,0.41,https://ledsone.co.uk/products/electrical-cable-connectors-quick-splice-lock-wire-terminals-self-locking,0,0,0,1,9720000,"65,80,0,0,65,100,53,26,42,65,65,53",03/01/2026 08:04:07,"Image pack, Video, Image, Shopping ads, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
